"candidate_name","contributor_name","total_contributed","contribution_size"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON58",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON59",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON60",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON61",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON62",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON63",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON64",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON65",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON66",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON67",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON68",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON69",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON70",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON71",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON72",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON73",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON74",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON75",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON76",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON77",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON78",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON79",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON80",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON81",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON82",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON83",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON84",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON85",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON86",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON87",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON88",35.5833333333333,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON89",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON90",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON91",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON92",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON93",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON94",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON95",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON96",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON97",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON98",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON99",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON100",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON101",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON102",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON103",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON104",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON105",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON106",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON107",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON108",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON109",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON110",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON111",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON112",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON113",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON114",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON115",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON116",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON117",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON118",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON119",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON120",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON121",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON122",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON123",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON124",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON125",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON126",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON127",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON128",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON129",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON130",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON131",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON132",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON133",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON134",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON135",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON136",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON137",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON138",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON139",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON140",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON141",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON142",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON143",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON144",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON145",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON146",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON147",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON148",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON149",59.1147540983607,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON150",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON151",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON152",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON153",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON154",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON155",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON156",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON157",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON158",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON159",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON160",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON161",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON162",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON163",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON164",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON165",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON166",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON167",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON168",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON169",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON170",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON171",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON172",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON173",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON174",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON175",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON176",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON177",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON178",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON179",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON180",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON181",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON182",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON183",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON184",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON185",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON186",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON187",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON188",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON189",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON190",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON191",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON192",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON193",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON194",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON195",45.7608695652174,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON196",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON197",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON198",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON199",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON200",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON201",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON202",121.428571428571,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON203",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON204",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON205",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON206",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON207",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON208",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON209",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON210",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON211",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON212",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON213",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON214",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON215",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON216",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON217",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON218",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON219",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON220",43.0769230769231,"SMALL (<=$150)"
"KATIE WILSON","SMALL CONTRIBUTIONS (<=$150)-KATIE WILSON221",43.0769230769231,"SMALL (<=$150)"
